employee_id,client_id,first_name,last_name,personal_number,bank_account,bank_account_format,cost_centre,contract_type,pay_basis,monthly_salary,hourly_rate,started_on,ended_on,is_active,record_updated_on
E005-00195,CL-005,Pavel,Procházka,940103/4950,CZ9862100000000088964636,IBAN,LOG-02,HPP,hourly,,205,2018-01-11,,True,2025-12-18
E005-00196,CL-005,Jan,Kříž,841017/8890,CZ7030300000003328608347,IBAN,LOG-02,HPP,hourly,,230,2019-01-07,,True,2024-06-28
E005-00197,CL-005,Zdeňka,Dvořáková,785206/6836,CZ6806000000005103679690,IBAN,LOG-02,HPP,hourly,,235,2020-06-26,,True,2024-09-18
E005-00198,CL-005,Pavel,Vlk,690920/8964,CZ5508006767834771773384,IBAN,LOG-02,DPČ,hourly,,240,2011-06-29,,True,2024-08-07
E005-00199,CL-005,Renata,Straková,635820/5258,CZ0830300000000763682889,IBAN,LOG-02,HPP,hourly,,285,2020-06-01,,True,2025-07-30
E005-00200,CL-005,Jaroslav,Čech,950619/6554,CZ2108000000004417523989,IBAN,LOG-02,HPP,hourly,,320,2016-05-15,,True,2025-03-04
E005-00201,CL-005,Lucie,Bezděková,006204/3242,CZ5230309777061970199649,IBAN,LOG-02,DPČ,hourly,,285,2022-07-05,,True,2024-08-20
E005-00202,CL-005,Martin,Doležal,931123/2305,CZ8008006495236754842827,IBAN,LOG-02,HPP,hourly,,260,2020-12-25,,True,2025-11-22
E005-00203,CL-005,Miroslav,Novotný,980916/8087,CZ8930300000001482201947,IBAN,LOG-02,HPP,hourly,,300,2024-07-16,,True,2026-03-03
E005-00204,CL-005,Martin,Tomek,020816/3870,CZ2401000000007663146013,IBAN,UDR-01,HPP,hourly,,315,2019-06-12,,True,2025-11-27
E005-00205,CL-005,Michal,Novák,920906/3905,CZ5203000000003808518009,IBAN,UDR-01,HPP,hourly,,290,2023-12-09,,True,2025-04-19
E005-00206,CL-005,Ladislav,Fiala,741103/9632,CZ4930302174823257892423,IBAN,UDR-01,DPČ,hourly,,335,2013-06-28,,True,2024-12-06
E005-00207,CL-005,Václav,Kovář,930501/8090,CZ8501000000009906167871,IBAN,UDR-01,HPP,hourly,,245,2021-04-24,,True,2025-10-01
E005-00208,CL-005,Jaroslav,Pekař,730320/7422,CZ3203005059274843349059,IBAN,UDR-01,HPP,hourly,,180,2022-09-07,,True,2025-04-15
E005-00209,CL-005,Lukáš,Chalupa,020714/1012,CZ3406000000005280807055,IBAN,UDR-01,DPP,hourly,,230,2012-10-29,,True,2026-01-17
E005-00210,CL-005,Věra,Bartošová,875709/2633,CZ4755007437275643813112,IBAN,UDR-01,HPP,hourly,,320,2023-10-31,,True,2025-12-30
E005-00211,CL-005,Blanka,Motyčková,005727/8665,CZ2355003561561687241966,IBAN,UDR-01,HPP,hourly,,270,2009-07-15,,True,2025-03-21
E005-00212,CL-005,Jaroslav,Veselý,950210/6906,CZ9055000000004674661393,IBAN,UDR-01,DPP,hourly,,195,2023-02-05,,True,2024-04-19
E005-00213,CL-005,Kateřina,Čermáková,805226/1470,CZ4103000000007155062148,IBAN,UDR-01,HPP,hourly,,265,2023-05-31,,True,2024-02-23
E005-00214,CL-005,Lukáš,Novotný,691026/5792,CZ4355000000000540853300,IBAN,UDR-01,HPP,hourly,,230,2013-11-20,,True,2025-06-11
E005-00215,CL-005,Daniel,Sedláček,650623/2711,CZ3408000000005166561247,IBAN,UDR-01,HPP,hourly,,205,2024-04-25,,True,2025-11-15
E005-00216,CL-005,Roman,Pospíšil,940720/4037,CZ8801000000005447975358,IBAN,UDR-01,HPP,hourly,,330,2019-10-17,,True,2024-09-04
E005-00217,CL-005,Matěj,Pokorný,691116/6544,CZ4906000000005989637777,IBAN,UDR-01,HPP,hourly,,315,2022-12-10,,True,2025-01-30
E005-00218,CL-005,Jiří,Růžička,681111/6134,CZ1108000000001846557405,IBAN,UDR-01,HPP,hourly,,220,2012-01-09,,True,2026-02-28
E005-00219,CL-005,Milan,Šindelář,000716/2219,CZ2820100000009251622129,IBAN,UDR-01,DPP,hourly,,170,2022-08-07,,True,2025-12-14
E005-00220,CL-005,Hana,Nováková,986012/4275,CZ3803000000006677158722,IBAN,UDR-01,HPP,hourly,,210,2021-07-19,,True,2026-04-12
E005-00221,CL-005,Jitka,Burešová,955806/9951,CZ5220100000006095781987,IBAN,UDR-01,HPP,hourly,,305,2017-09-08,,True,2024-12-04
E005-00222,CL-005,Věra,Pekařová,906101/2819,CZ2703000000008076602655,IBAN,UDR-01,DPČ,hourly,,260,2013-06-20,,True,2024-07-26
E005-00223,CL-005,Alena,Bartáková,735601/2727,CZ0308000000008128813765,IBAN,UDR-01,HPP part-time,hourly,,325,2018-03-02,,True,2025-11-01
E005-00224,CL-005,Petr,Novák,060225/1155,CZ4508000000001668707875,IBAN,UDR-01,HPP,hourly,,175,2017-11-28,,True,2024-02-19
E005-00225,CL-005,Milan,Pekař,790114/2738,CZ7930300000006603226917,IBAN,SAN-01,HPP,hourly,,205,2022-04-20,,True,2024-08-17
E005-00226,CL-005,Petr,Holub,040308/5223,CZ5255000000005437251827,IBAN,SAN-01,HPP,hourly,,255,2025-02-20,,True,2026-01-21
E005-00227,CL-005,Martina,Čechová,015720/7408,CZ8355000000002862482784,IBAN,SAN-01,HPP,hourly,,295,2014-03-23,,True,2026-04-23
E005-00228,CL-005,Zdeněk,Vaculík,030709/8073,CZ1306000000008169866200,IBAN,SAN-01,HPP,hourly,,175,2017-12-11,,True,2025-11-22
E005-00229,CL-005,Jiří,Sedláček,810701/6088,CZ8262100000009625109226,IBAN,SAN-01,DPP,hourly,,260,2022-02-23,,True,2024-06-07
E005-00230,CL-005,Jaroslav,Marek,640601/7992,CZ1127000000005631932699,IBAN,SAN-01,HPP,hourly,,290,2023-08-10,,True,2024-09-24
E005-00231,CL-005,Marie,Válková,955722/7189,CZ0606000000001654700209,IBAN,SAN-01,DPP,hourly,,305,2017-07-21,,True,2025-05-16
E005-00232,CL-005,Pavel,Jirout,910823/4985,CZ2162100000002350627237,IBAN,LAB-01,HPP part-time,hourly,,295,2016-12-06,,True,2024-02-29
E005-00233,CL-005,Markéta,Čermáková,865510/5808,CZ9120109444616523420640,IBAN,LAB-01,DPČ,hourly,,220,2019-07-14,,True,2025-12-10
E005-00234,CL-005,Karel,Svoboda,830104/8121,CZ3903000000005091575558,IBAN,LAB-01,HPP part-time,hourly,,285,2020-11-01,,True,2025-03-12
E005-00235,CL-005,Václav,Horák,640605/9143,1974977031/3030,legacy_domestic,LAB-01,DPČ,hourly,,265,2016-06-20,,True,2024-01-22
E005-00236,CL-005,Simona,Dvořáková,706107/8626,CZ3701000000003163459824,IBAN,LAB-01,HPP,hourly,,255,2017-06-22,,True,2025-10-26
E005-00237,CL-005,Vladimír,Kopecký,640713/2199,CZ6501009536692827291045,IBAN,LAB-01,HPP,hourly,,265,2012-06-30,,True,2024-11-03
E005-00238,CL-005,Tomáš,Čermák,970727/1119,CZ4608000000003250848376,IBAN,LAB-01,HPP,hourly,,260,2017-07-03,,True,2025-11-24
E005-00239,CL-005,Klára,Dostálová,006122/7441,CZ5408000000005076896803,IBAN,LAB-01,HPP,hourly,,230,2024-07-20,,True,2025-08-03
E005-00240,CL-005,Lenka,Novotná,835510/4572,CZ5527000000004476481778,IBAN,LAB-01,HPP part-time,hourly,,170,2023-04-17,,True,2026-04-20
E005-00241,CL-005,Jan,Kraus,000325/9564,CZ4930300064228071755940,IBAN,LAB-01,DPP,hourly,,255,2014-10-01,,True,2024-11-01
E005-00242,CL-005,Matěj,Hejduk,931226/7947,CZ7730301888867521387472,IBAN,LAB-01,HPP,hourly,,295,2019-03-25,,True,2024-08-14
E005-00243,CL-005,Jan,Černý,631026/7145,CZ1606001768801618692974,IBAN,LAB-01,HPP,hourly,,190,2023-02-01,,True,2024-09-28
E005-00244,CL-005,Marie,Vaněková,806105/2883,CZ6130300000006296048029,IBAN,LAB-01,HPP,hourly,,260,2022-10-05,,True,2025-02-09
E005-00245,CL-005,Daniel,Pokorný,020311/1984,CZ9527000000006410587144,IBAN,LAB-01,HPP,hourly,,315,2025-04-20,,True,2025-05-18
E005-00246,CL-005,Lukáš,Němec,730919/1354,CZ0903000000005149992214,IBAN,NAK-01,HPP part-time,hourly,,255,2013-06-22,,True,2025-09-29
E005-00247,CL-005,Jiří,Růžička,960226/2738,CZ6920100000001744003751,IBAN,NAK-01,HPP,hourly,,295,2015-02-07,,True,2024-09-16
E005-00248,CL-005,Marek,Štěpánek,711111/8992,CZ6027000000004978972340,IBAN,NAK-01,HPP,hourly,,300,2022-12-22,,True,2024-09-21
E005-00249,CL-005,Michal,Vlk,900909/8976,CZ7020100000004549408730,IBAN,NAK-01,HPP,hourly,,185,2017-06-12,,True,2024-03-02
E005-00250,CL-005,František,Hrabec,710406/2173,CZ3020100000005565647701,IBAN,NAK-01,HPP,hourly,,300,2024-08-16,,True,2024-11-10
E005-00251,CL-005,Lucie,Hájková,735422/3815,CZ3255000000003455948035,IBAN,NAK-01,HPP,hourly,,190,2016-11-04,,True,2024-01-27
E005-00252,CL-005,Lenka,Vaněková,805517/7313,CZ9362100000001663286366,IBAN,NAK-01,HPP,hourly,,325,2020-02-08,,True,2026-06-25
E005-00253,CL-005,Michal,Černý,011001/9880,CZ8701003971111276696359,IBAN,OBC-01,HPP,monthly,56000,,2024-01-06,,True,2026-01-11
E005-00254,CL-005,Jaroslava,Horáková,835616/6828,CZ6808000727558540651458,IBAN,OBC-01,HPP,monthly,78500,,2014-12-28,,True,2025-01-26
E005-00255,CL-005,Ivana,Klimentová,625826/7464,CZ5262100000004182157496,IBAN,OBC-01,HPP,monthly,87000,,2016-08-23,,True,2026-02-18
E005-00256,CL-005,Kateřina,Hájková,006002/7511,CZ1520100000006582749134,IBAN,OBC-01,HPP,monthly,41000,,2017-06-29,,True,2026-01-24
E005-00257,CL-005,Libor,Vlček,880827/1351,CZ4403000000000741062709,IBAN,OBC-01,HPP,monthly,41000,,2008-12-18,,True,2026-06-26
E005-00258,CL-005,Helena,Vávrová,765212/8798,CZ9755000000005080915018,IBAN,OBC-01,HPP,monthly,88500,,2020-01-02,,True,2024-07-30
E005-00259,CL-005,Jana,Hrubanová,805808/3828,CZ2120100000006311475625,IBAN,OBC-01,HPP,monthly,64500,,2016-06-19,,True,2024-04-09
E005-00260,CL-005,Michal,Polák,750903/8008,CZ4055000000005998226129,IBAN,OBC-01,HPP,monthly,44000,,2018-11-23,,True,2024-06-14
E005-00261,CL-005,Alena,Zemanová,635514/4040,CZ3806000000003316054911,IBAN,OBC-01,HPP,monthly,45000,,2017-07-08,,True,2024-08-04
E005-00262,CL-005,Lucie,Němcová,665221/9067,CZ8130300000002073934198,IBAN,OBC-01,HPP,monthly,72500,,2015-07-05,,True,2025-12-25
E005-00263,CL-005,Adam,Beneš,800403/4742,CZ8562100000009773063951,IBAN,OBC-01,HPP,monthly,91500,,2021-03-29,,True,2026-05-23
E005-00264,CL-005,Anna,Fojtíková,626109/5972,CZ9530303121920163112687,IBAN,OBC-01,HPP,monthly,41000,,2017-04-25,,True,2026-03-13
E005-00265,CL-005,Hana,Straková,945222/5402,CZ5330306712929698306366,IBAN,OBC-01,HPP,monthly,43500,,2018-06-09,,True,2026-04-26
E005-00266,CL-005,Petr,Zatloukal,760801/2363,CZ8330300000002393172705,IBAN,OBC-01,HPP,monthly,79500,,2023-12-11,,True,2025-11-15
E005-00267,CL-005,Jiří,Zeman,780517/3158,CZ1062100000004232239934,IBAN,ADM-01,HPP,monthly,77500,,2026-01-28,,True,2026-06-23
E005-00268,CL-005,Rostislav,Musil,820526/9749,CZ0527000000003575875120,IBAN,ADM-01,HPP,monthly,48000,,2015-10-21,,True,2024-08-25
E005-00269,CL-005,Jana,Černá,036116/6114,CZ3001000000005190541312,IBAN,ADM-01,HPP,monthly,48500,,2013-02-17,,True,2024-09-24
E005-00270,CL-005,Klára,Hrabcová,645521/5180,CZ3606000000006404552407,IBAN,ADM-01,HPP,monthly,40500,,2013-08-30,,True,2025-07-18
E005-00271,CL-005,Věra,Pospíšilová,865713/6201,CZ3455003484968387889295,IBAN,ADM-01,HPP,monthly,67000,,2020-02-25,,True,2024-09-06
E005-00272,CL-005,Václav,Štěpánek,740425/6489,CZ2608000000006984920966,IBAN,ADM-01,HPP,monthly,54000,,2018-07-01,,True,2025-06-13
E005-00273,CL-005,Simona,Pekařová,775116/3219,CZ7530300000004922912285,IBAN,ADM-01,HPP,monthly,75000,,2017-09-14,,True,2024-07-01
E005-00274,CL-005,Tomáš,Jirout,651223/4255,CZ0903000000008847317546,IBAN,ADM-01,HPP,monthly,70500,,2024-05-08,,True,2026-06-13
E005-00275,CL-005,Lenka,Vlková,035812/3439,CZ5106000000000729818852,IBAN,ADM-01,HPP,monthly,54500,,2019-06-17,,True,2026-07-30
E005-00276,CL-005,Josef,Beneš,820922/1399,CZ3203002508337535378411,IBAN,ADM-01,HPP,monthly,86500,,2022-02-19,,True,2025-05-07
E005-00277,CL-005,Martina,Němcová,635511/7383,CZ6562100000004671408384,IBAN,ADM-01,HPP,monthly,38000,,2020-03-26,,True,2025-05-19
E005-00278,CL-005,Alena,Benešová,986016/9580,CZ4455000000003912655150,IBAN,ADM-01,HPP,monthly,53500,,2026-05-03,,True,2026-06-22
E005-00279,CL-005,Vladimír,Říha,841201/3864,CZ1662100000001772149203,IBAN,ADM-01,HPP,monthly,80000,,2022-06-01,,True,2026-07-21
E005-00280,CL-005,Ivana,Horáková,945519/2861,CZ8427004535675402095950,IBAN,ADM-01,HPP,monthly,56000,,2022-11-22,,True,2024-10-27
E006-00001,CL-006,Hana,Kolářová,945428/8834,CZ6327005454780233352944,IBAN,HOT-01,HPP,hourly,,265,2019-02-01,,True,2025-10-09
E006-00002,CL-006,Matěj,Čech,630524/2609,CZ2701009650394074472080,IBAN,HOT-01,HPP,hourly,,180,2024-08-01,,True,2026-04-29
E006-00003,CL-006,Ondřej,Hájek,950902/3407,CZ5930300000007269772186,IBAN,HOT-01,HPP,hourly,,180,2021-01-12,,True,2026-06-21
E006-00004,CL-006,Zdeněk,Vlček,860117/3342,CZ7601003877604549855701,IBAN,HOT-01,HPP,hourly,,225,2020-06-24,,True,2025-06-05
E006-00005,CL-006,Jana,Marková,745516/2364,CZ6730300000005881034973,IBAN,HOT-01,HPP,hourly,,230,2012-11-25,,True,2026-06-12
E006-00006,CL-006,Věra,Navrátilová,965927/3727,CZ9120100000001278853823,IBAN,HOT-01,HPP,hourly,,260,2024-09-06,,True,2025-12-12
E006-00007,CL-006,Petra,Dvořáková,765712/8660,CZ8862100000007596491276,IBAN,HOT-01,DPP,hourly,,255,2019-09-26,,True,2026-01-27
E006-00008,CL-006,Vladimír,Vaněk,950418/5232,CZ9006000000005385902637,IBAN,HOT-01,HPP,hourly,,245,2020-10-08,,True,2025-05-26
E006-00009,CL-006,Zuzana,Marková,795916/6873,CZ8730300000002172010208,IBAN,HOT-01,HPP,hourly,,165,2020-02-22,,True,2026-04-17
E006-00010,CL-006,Věra,Šimková,735626/3322,CZ5901003729226550846744,IBAN,HOT-01,DPP,hourly,,220,2016-04-22,,True,2025-08-04
E006-00011,CL-006,Vojtěch,Doubek,970114/5434,CZ0730300000001870981557,IBAN,HOT-01,HPP,hourly,,240,2022-02-07,,True,2026-08-08
E006-00012,CL-006,Zdeňka,Dostálová,785121/4093,CZ8303000000002661209890,IBAN,HOT-01,HPP,hourly,,230,2025-04-04,,True,2026-07-03
E006-00013,CL-006,Šárka,Novotná,935923/4946,CZ8455007074116044035047,IBAN,HOT-01,HPP,hourly,,325,2013-05-06,,True,2026-06-12
E006-00014,CL-006,Veronika,Dudová,736218/8452,CZ7401000000006255376644,IBAN,HOT-01,DPP,hourly,,225,2023-05-15,,True,2025-08-14
E006-00015,CL-006,František,Novák,970216/5123,CZ0901000000006959481899,IBAN,HOT-01,DPP,hourly,,325,2017-10-05,,True,2025-09-27
E006-00016,CL-006,Jan,Konečný,940103/5494,CZ5755006076644025582094,IBAN,HOT-01,HPP,hourly,,300,2018-05-21,,True,2026-06-24
E006-00017,CL-006,Jan,Zajíc,840625/9718,CZ5406000000000704033773,IBAN,HOT-01,HPP,hourly,,210,2020-04-24,,True,2026-06-08
E006-00018,CL-006,Lenka,Horáková,875116/7371,CZ4727000000006550501487,IBAN,HOT-01,HPP,hourly,,270,2014-06-15,,True,2026-01-04
E006-00019,CL-006,Josef,Zeman,810410/8505,CZ9227000000005464417091,IBAN,HOT-01,HPP part-time,hourly,,235,2017-12-14,,True,2025-11-26
E006-00020,CL-006,Martina,Přikrylová,026202/8745,CZ3406000000009284083870,IBAN,HOT-01,DPČ,hourly,,185,2022-04-07,,True,2025-07-16
E006-00021,CL-006,Jiří,Pospíšil,050514/1376,CZ1227006722960844501809,IBAN,HOT-01,HPP,hourly,,245,2013-02-28,,True,2026-05-04
E006-00022,CL-006,Jiří,Zeman,060814/6779,CZ4930306931304477100963,IBAN,HOT-01,DPP,hourly,,245,2012-05-13,,True,2025-07-31
E006-00023,CL-006,Radek,Svoboda,691019/6672,CZ4101000000008848271531,IBAN,HOT-01,DPČ,hourly,,260,2013-10-19,,True,2025-10-03
E006-00024,CL-006,Hana,Křížová,986127/6615,CZ3730300000001613471237,IBAN,HOT-01,DPČ,hourly,,335,2017-04-20,,True,2025-07-02
E006-00025,CL-006,Eva,Jelínková,745715/2170,CZ8101000000009548028132,IBAN,HOT-01,HPP part-time,hourly,,300,2023-12-31,,True,2025-05-02
E006-00026,CL-006,Zdeněk,Vlček,930906/1541,CZ6727000000004316239502,IBAN,HOT-01,HPP,hourly,,330,2021-12-14,,True,2026-05-15
E006-00027,CL-006,Jiří,Kříž,010408/5198,CZ2108000000002932768948,IBAN,HOT-01,HPP,hourly,,270,2017-07-23,,True,2026-02-19
E006-00028,CL-006,Roman,Navrátil,980227/8853,CZ5108000000003179178769,IBAN,HOT-01,HPP,hourly,,180,2019-06-19,,True,2025-05-28
E006-00029,CL-006,Zdeněk,Hruban,770619/2579,CZ1630300000007103749603,IBAN,HOT-01,DPP,hourly,,305,2020-09-26,,True,2025-08-29
E006-00030,CL-006,Roman,Ševčík,631115/9740,CZ9708000000008531708169,IBAN,HOT-01,HPP part-time,hourly,,220,2019-09-10,,True,2025-08-11
E006-00031,CL-006,Josef,Kučera,860608/1464,CZ2355000000001094086661,IBAN,HOT-01,HPP,hourly,,320,2019-09-23,,True,2025-03-28
E006-00032,CL-006,Josef,Zeman,650525/2116,CZ9462100000007530765229,IBAN,HOT-01,HPP,hourly,,250,2022-07-18,,True,2025-08-27
E006-00033,CL-006,Markéta,Navrátilová,925822/1919,CZ8103000000008430121190,IBAN,HOT-01,HPP,hourly,,265,2025-02-27,,True,2026-05-17
E006-00034,CL-006,Martin,Růžička,770107/6522,CZ8008000000003982318362,IBAN,HOT-01,HPP,hourly,,185,2013-01-27,,True,2025-06-15
E006-00035,CL-006,Kateřina,Jandová,846228/4588,CZ1506000000002071342401,IBAN,HOT-01,HPP,hourly,,255,2021-11-11,,True,2025-08-15
E006-00036,CL-006,Markéta,Tichá,945115/6447,CZ6562100000008932364244,IBAN,HOT-01,HPP,hourly,,170,2023-01-23,,True,2026-05-10
E006-00037,CL-006,Jiří,Kraus,620912/8674,CZ1108001280758430405470,IBAN,HOT-01,DPČ,hourly,,315,2014-06-25,,True,2026-06-17
E006-00038,CL-006,Ivana,Černá,825727/6815,CZ1208000000009044310273,IBAN,HOT-01,HPP,hourly,,205,2011-02-02,,True,2025-11-29
E006-00039,CL-006,Miroslav,Kratochvíl,060313/7908,CZ4601005642152677555542,IBAN,HOT-02,HPP,hourly,,265,2013-08-14,,True,2026-06-02
E006-00040,CL-006,Miroslava,Zavadilová,935825/4413,CZ6520100000004013100088,IBAN,HOT-02,HPP,hourly,,160,2024-02-19,,True,2025-07-02
E006-00041,CL-006,Vladimír,Černý,690823/6413,CZ5027000000006042701098,IBAN,HOT-02,HPP,hourly,,300,2016-01-24,,True,2026-02-15
E006-00042,CL-006,Jiří,Musil,910520/1429,CZ0203000000002348153257,IBAN,HOT-02,HPP part-time,hourly,,225,2023-09-21,,True,2025-03-20
E006-00043,CL-006,Michaela,Vondrová,675210/1605,CZ1762100000009321066806,IBAN,HOT-02,HPP,hourly,,310,2017-11-12,,True,2025-08-12
E006-00044,CL-006,Tomáš,Slavík,930318/7923,CZ7906000000008862286514,IBAN,HOT-02,HPP,hourly,,245,2024-03-24,,True,2026-01-16
E006-00045,CL-006,Anna,Holubová,995320/5003,CZ0906000000004933024675,IBAN,HOT-02,HPP,hourly,,225,2015-01-24,,True,2026-03-17
E006-00046,CL-006,Milan,Pokorný,770101/2126,CZ5155000000001760279732,IBAN,HOT-02,HPP,hourly,,160,2019-09-30,,True,2026-06-19
E006-00047,CL-006,Radka,Klimentová,885522/6746,CZ7430300000008126322365,IBAN,HOT-02,HPP,hourly,,310,2016-09-06,,True,2025-07-18
E006-00048,CL-006,Jiří,Němec,870516/9555,CZ9727000000008742296582,IBAN,HOT-02,DPČ,hourly,,295,2021-03-27,,True,2026-02-11
E006-00049,CL-006,Vladimír,Zeman,631105/2140,CZ8162100000007600419514,IBAN,HOT-02,HPP,hourly,,230,2022-04-07,,True,2026-07-16
E006-00050,CL-006,Jan,Štěpánek,940201/1608,CZ4955002007133759352467,IBAN,HOT-02,HPP,hourly,,280,2014-11-06,,True,2025-05-26
E006-00051,CL-006,Hana,Vlčková,736210/9491,CZ1862100000009691609019,IBAN,HOT-02,HPP,hourly,,255,2022-12-29,,True,2026-07-18
E006-00052,CL-006,Lenka,Marková,635628/9227,CZ6420100000003829545260,IBAN,HOT-02,HPP part-time,hourly,,240,2022-06-04,,True,2025-06-29
E006-00053,CL-006,Ivana,Vávrová,805315/7425,CZ7062100000001836200920,IBAN,HOT-02,DPČ,hourly,,320,2024-11-26,,True,2025-07-27
E006-00054,CL-006,Vladimír,Svoboda,620111/2263,CZ8627000000002998521999,IBAN,HOT-02,HPP,hourly,,305,2013-11-05,,True,2025-09-25
E006-00055,CL-006,Zdeněk,Pospíšil,730821/3781,CZ3720100000004698539258,IBAN,HOT-02,DPP,hourly,,325,2024-05-24,,True,2025-12-28
E006-00056,CL-006,Milan,Vlček,980624/7067,CZ8706000000008788137921,IBAN,HOT-02,HPP part-time,hourly,,270,2023-05-15,,True,2026-07-31
E006-00057,CL-006,Jaroslav,Veselý,800428/4138,CZ3401000000005498456003,IBAN,HOT-02,HPP,hourly,,245,2019-01-28,,True,2025-08-04
E006-00058,CL-006,Dagmar,Bezděková,836111/1801,CZ3327000000000238321896,IBAN,HOT-02,HPP,hourly,,185,2011-12-13,,True,2025-05-17
E006-00059,CL-006,Jana,Novosadová,985424/5138,CZ3901000000002979458645,IBAN,HOT-02,HPP,hourly,,180,2021-04-02,,True,2025-07-10
E006-00060,CL-006,Jan,Novotný,630103/4601,CZ0262100000009202471869,IBAN,HOT-02,DPP,hourly,,165,2015-06-03,,True,2025-09-03
E006-00061,CL-006,Petr,Novotný,711013/9673,CZ7606000000001771452320,IBAN,HOT-02,HPP,hourly,,180,2022-05-22,,True,2026-06-06
E006-00062,CL-006,Pavel,Vlček,010220/3045,CZ7655007154588216360960,IBAN,HOT-02,DPČ,hourly,,320,2022-01-19,,True,2026-01-08
E006-00063,CL-006,Petr,Král,790304/3246,CZ4920100000001991789350,IBAN,HOT-02,HPP,hourly,,220,2019-10-13,,True,2025-07-06
E006-00064,CL-006,Alena,Nováková,846101/1557,CZ4030300000004837297805,IBAN,HOT-02,HPP,hourly,,235,2021-05-03,,True,2026-04-03
E006-00065,CL-006,Milan,Černý,710821/1161,CZ5901000000009126278251,IBAN,HOT-02,HPP,hourly,,160,2015-10-12,,True,2026-02-19
E006-00066,CL-006,Miroslav,Marek,881207/9570,CZ8720105235138088717553,IBAN,HOT-03,HPP,hourly,,300,2024-03-04,,True,2026-03-06
E006-00067,CL-006,Miroslava,Jelínková,865113/6182,CZ0730305919359262327362,IBAN,HOT-03,HPP,hourly,,265,2020-01-10,,True,2026-04-27
E006-00068,CL-006,Adam,Zítka,731002/6319,CZ4603000000000422124830,IBAN,HOT-03,DPČ,hourly,,260,2014-11-04,,True,2025-09-13
E006-00069,CL-006,Zdeněk,Pokorný,000828/7148,CZ4620104683710940610610,IBAN,HOT-03,DPČ,hourly,,250,2023-09-25,,True,2025-09-07
E006-00070,CL-006,Daniel,Veselý,770713/1938,CZ9406000000009368886980,IBAN,HOT-03,HPP,hourly,,255,2021-12-30,,True,2025-08-18
E006-00071,CL-006,Jaroslava,Musilová,815401/7583,CZ3601001160656278667438,IBAN,HOT-03,HPP,hourly,,195,2013-12-15,,True,2025-08-31
E006-00072,CL-006,Jan,Zeman,710728/5577,CZ7903000000009210205896,IBAN,HOT-03,HPP,hourly,,205,2015-06-12,,True,2026-02-26
E006-00073,CL-006,Jitka,Procházková,755928/6574,CZ6755002776040562075018,IBAN,HOT-03,DPČ,hourly,,255,2018-09-29,,True,2026-03-26
E006-00074,CL-006,Jan,Kučera,811124/4828,CZ7262100000004786673843,IBAN,HOT-03,DPČ,hourly,,280,2012-04-03,,True,2025-10-09
E006-00075,CL-006,Blanka,Svobodová,625504/1565,CZ3908003027986508222107,IBAN,HOT-03,HPP,hourly,,270,2014-05-07,,True,2025-09-14
E006-00076,CL-006,Tomáš,Polák,050221/1191,CZ5827000000009535782892,IBAN,HOT-03,DPP,hourly,,260,2024-11-09,,True,2025-05-07
E006-00077,CL-006,Zdeněk,Pospíšil,040220/2408,CZ5203000000002110078273,IBAN,HOT-03,HPP,hourly,,215,2022-01-20,,True,2025-07-19
E006-00078,CL-006,Jaroslav,Šindelář,781110/3832,CZ8601000000000499147817,IBAN,HOT-03,HPP part-time,hourly,,180,2019-06-23,,True,2026-02-07
E006-00079,CL-006,Hana,Suchá,956116/5174,CZ3455004383430181988576,IBAN,HOT-03,HPP,hourly,,225,2010-09-20,,True,2025-11-15
E006-00080,CL-006,Tomáš,Dvořák,041126/5847,CZ1506000769370824038502,IBAN,HOT-03,DPČ,hourly,,320,2012-09-26,,True,2026-03-26
E006-00081,CL-006,David,Holub,800913/8684,CZ9527000000000532845954,IBAN,HOT-03,HPP,hourly,,170,2014-05-19,,True,2026-05-21
E006-00082,CL-006,Michal,Marek,911021/4817,CZ5106000000009596651126,IBAN,HOT-03,HPP,hourly,,215,2019-11-07,,True,2026-07-05
E006-00083,CL-006,Jan,Růžička,960812/6321,CZ3262100000004912406448,IBAN,HOT-03,HPP,hourly,,275,2017-11-27,,True,2026-02-13
E006-00084,CL-006,Miroslav,Dvořák,951009/4976,CZ4330300000000542155987,IBAN,HOT-03,HPP,hourly,,265,2017-06-22,,True,2025-05-06
E006-00085,CL-006,Jan,Blažek,020822/3946,CZ9627000000008691702758,IBAN,STR-01,HPP,hourly,,245,2024-06-04,,True,2025-05-22
E006-00086,CL-006,Josef,Kovář,810919/9461,CZ6620100000000672984028,IBAN,STR-01,HPP,hourly,,200,2023-11-15,,True,2026-04-02
E006-00087,CL-006,Matěj,Vrána,630105/2780,CZ7255003177956302803941,IBAN,STR-01,HPP,hourly,,180,2024-05-08,,True,2026-03-04
E006-00088,CL-006,Michal,Bezděk,790917/1550,CZ3801000000000098834240,IBAN,STR-01,HPP,hourly,,250,2022-08-11,,True,2025-06-01
E006-00089,CL-006,Petr,Slavík,810413/9841,CZ3330306188211222539261,IBAN,STR-01,HPP,hourly,,335,2024-04-28,,True,2025-10-22
E006-00090,CL-006,Hana,Nováková,645807/8011,CZ1830300000009707533856,IBAN,STR-01,HPP,hourly,,325,2018-08-15,,True,2025-05-13
E006-00091,CL-006,Marek,Černý,650416/3921,CZ1401000000009663859657,IBAN,STR-01,HPP part-time,hourly,,315,2022-09-05,,True,2026-03-19
